Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category
Truck Driver,81833,12,PhD,0.27,1.38,0.89,High
Financial Analyst,52703,6,Master's,0.77,1.39,0.43,Medium
Doctor,76554,15,High School,0.87,1.09,0.3,Low
Construction Worker,67648,25,High School,0.65,1.11,0.77,High
Retail Worker,135718,4,Bachelor's,0.56,0.74,0.88,High
Retail Worker,53876,18,PhD,0.58,0.72,0.77,High
Marketing Manager,56513,11,PhD,0.48,0.58,0.33,Medium
Lawyer,125564,15,Master's,0.03,1,0.33,Medium
Truck Driver,65253,22,High School,0.5,1.33,0.9,High
Software Engineer,138482,23,Bachelor's,0.5,0.9,0.39,Medium
Doctor,143169,0,Bachelor's,0.69,0.7,0.17,Low
Mechanic,89816,16,Master's,0.47,1.49,0.56,Medium
Construction Worker,71729,11,Bachelor's,0.43,1.22,0.77,High
AI Engineer,90924,11,PhD,0.46,0.84,0.16,Low
Mechanic,135963,23,PhD,0.01,0.76,0.46,Medium
Marketing Manager,46294,4,Master's,0.26,0.55,0.44,Medium
Software Engineer,34383,24,Master's,0.5,0.86,0.35,Medium
Doctor,93742,18,Bachelor's,0.96,0.91,0.23,Low
Retail Worker,82210,8,PhD,0.61,1.16,0.71,High
Security Guard,55281,25,PhD,0.91,0.79,0.91,High
Teacher,35143,10,High School,0.19,0.99,0.18,Low
Marketing Manager,67404,17,Master's,0.14,0.52,0.42,Medium
AI Engineer,83568,24,PhD,0.57,1.15,0.09,Low
Security Guard,134534,1,PhD,0.64,1.1,0.8,High
Customer Support,37120,20,High School,0.23,1.18,0.72,High
Chef,140931,7,Master's,0.13,1.45,0.52,Medium
Chef,68191,7,High School,0.15,0.93,0.4,Medium
Lawyer,58453,1,Bachelor's,0.44,1.24,0.61,Medium
UX Researcher,114815,15,PhD,0.95,0.72,0.49,Medium
HR Specialist,122562,18,High School,0.64,1.14,0.59,Medium
Customer Support,145427,7,Master's,0.78,0.77,0.82,High
Customer Support,142113,11,Bachelor's,0.43,0.87,0.85,High
Truck Driver,111912,10,PhD,0.51,0.96,0.86,High
Retail Worker,33390,14,Bachelor's,0.04,1.32,0.92,High
Lawyer,100174,20,PhD,0.42,0.54,0.59,Medium
Marketing Manager,42225,27,PhD,0.1,1.35,0.42,Medium
Truck Driver,62864,29,Master's,0.71,0.93,0.92,High
AI Engineer,102135,15,Master's,0.45,0.65,0.19,Low
Doctor,120061,26,Bachelor's,0.09,0.84,0.12,Low
Customer Support,84879,3,High School,0.07,1.25,0.81,High
Chef,105342,22,Bachelor's,0.45,1.37,0.44,Medium
HR Specialist,115424,27,PhD,0.73,0.51,0.34,Medium
Security Guard,75381,12,Bachelor's,0.87,1.39,0.84,High
Financial Analyst,112146,23,PhD,0.75,1.16,0.56,Medium
Marketing Manager,61973,11,High School,0.45,0.77,0.67,Medium
Software Engineer,147442,16,PhD,0.8,1.22,0.39,Medium
Doctor,73904,2,Bachelor's,0.64,0.71,0.2,Low
UX Researcher,131937,24,Bachelor's,0.37,0.7,0.43,Medium
Graphic Designer,122928,23,Master's,0.5,0.91,0.67,Medium
Financial Analyst,133120,25,High School,0.04,1.17,0.42,Medium
Data Scientist,33796,5,High School,0.78,1.23,0.32,Medium
Lawyer,92058,1,PhD,0.55,0.76,0.63,Medium
Graphic Designer,46005,28,Bachelor's,0.48,1.31,0.53,Medium
Security Guard,63445,14,PhD,0.52,0.89,0.89,High
Data Scientist,50377,0,Master's,0.87,1.2,0.42,Medium
Retail Worker,88851,0,Bachelor's,0.42,1,0.72,High
AI Engineer,94127,13,Master's,0.18,0.92,0.23,Low
Graphic Designer,36703,11,High School,0.82,1.24,0.69,Medium
Research Scientist,120027,21,Master's,0.25,1.07,0.2,Low
Software Engineer,36384,13,PhD,0.45,0.57,0.46,Medium
Chef,41460,29,High School,0.43,1.46,0.65,Medium
Software Engineer,87803,1,High School,0.65,0.92,0.58,Medium
Doctor,46482,1,PhD,0.42,1.43,0.09,Low
Customer Support,73307,20,PhD,0.4,0.78,0.85,High
Graphic Designer,37505,27,PhD,0.92,1.34,0.38,Medium
Customer Support,57205,10,PhD,0.67,1.46,0.77,High
UX Researcher,82025,10,PhD,0.66,0.98,0.68,Medium
Lawyer,121676,21,Master's,0.31,0.58,0.52,Medium
Security Guard,145614,28,High School,0.82,0.82,0.72,High
Retail Worker,124362,1,High School,0.11,1.33,0.89,High
Financial Analyst,133132,12,Bachelor's,0.37,1.18,0.44,Medium
Truck Driver,133601,9,Master's,0.3,0.63,0.93,High
Financial Analyst,32894,3,Bachelor's,0.19,0.79,0.38,Medium
Data Scientist,65714,11,High School,0.74,0.69,0.63,Medium
Marketing Manager,110560,25,Bachelor's,0.92,1.04,0.4,Medium
Nurse,115236,23,High School,0.81,0.95,0.05,Low
Truck Driver,36276,16,Master's,0.51,1.04,0.87,High
Graphic Designer,111779,22,Bachelor's,0.49,0.94,0.51,Medium
Software Engineer,44775,26,High School,0.6,1.19,0.53,Medium
HR Specialist,140564,22,Bachelor's,0.48,0.7,0.34,Medium
Construction Worker,108256,23,Master's,0.64,0.88,0.82,High
Data Scientist,117377,1,Bachelor's,0.93,0.9,0.48,Medium
Security Guard,39479,19,Bachelor's,0.05,0.54,0.86,High
Construction Worker,130003,19,High School,0.92,0.79,0.71,High
Software Engineer,128039,17,PhD,0.8,1.34,0.58,Medium
Marketing Manager,55563,3,Bachelor's,0.72,1.41,0.33,Medium
Mechanic,57287,28,Master's,0.32,1.07,0.36,Medium
Graphic Designer,70103,5,PhD,0.25,1.28,0.64,Medium
Doctor,126600,19,Master's,0.54,1.05,0.21,Low
Financial Analyst,57217,16,Master's,0.59,1.11,0.51,Medium
Data Scientist,82216,22,Bachelor's,0.49,1.19,0.44,Medium
Teacher,147063,28,High School,0.63,1.35,0.21,Low
Chef,67631,21,Master's,0.6,0.99,0.32,Medium
Construction Worker,116425,27,Master's,0.34,0.83,0.94,High
Marketing Manager,146598,16,Master's,0.95,1.17,0.64,Medium
Data Scientist,45597,28,Master's,0.28,1.16,0.64,Medium
Software Engineer,119643,4,PhD,0.08,0.76,0.59,Medium
Construction Worker,56108,28,High School,0.28,0.89,0.76,High
Data Scientist,40130,23,PhD,0.95,1.33,0.35,Medium
Nurse,43077,5,High School,0.29,0.78,0.06,Low
Graphic Designer,38957,12,Master's,0.76,1.19,0.44,Medium
HR Specialist,52989,20,PhD,0.62,0.91,0.57,Medium
Marketing Manager,70544,1,PhD,0.01,1.05,0.5,Medium
Construction Worker,45580,4,High School,0.13,0.74,0.71,High
UX Researcher,110614,2,Master's,0.14,1.38,0.63,Medium
Mechanic,135953,15,High School,0.91,1.11,0.48,Medium
AI Engineer,111687,21,High School,0.16,1.17,0.2,Low
HR Specialist,147426,15,Bachelor's,0.25,1.09,0.49,Medium
Data Scientist,92778,13,High School,0.99,1.18,0.67,Medium
Nurse,107863,15,PhD,0.87,0.98,0.29,Low
HR Specialist,73622,14,High School,0.28,0.55,0.48,Medium
Construction Worker,119565,9,Master's,0.21,1.27,0.76,High
Lawyer,36944,29,Master's,0.87,0.52,0.52,Medium
AI Engineer,36357,27,Bachelor's,0.06,0.57,0.2,Low
Security Guard,130709,29,Bachelor's,0.32,0.73,0.94,High
Software Engineer,133134,3,High School,0.44,1.15,0.43,Medium
Financial Analyst,135383,29,Master's,0.39,0.54,0.51,Medium
Truck Driver,58212,13,Master's,0.2,0.79,0.76,High
Marketing Manager,59210,25,Bachelor's,0.18,1.1,0.58,Medium
Mechanic,65630,6,Master's,0.48,0.89,0.6,Medium
HR Specialist,127942,20,High School,0.87,1.33,0.5,Medium
Graphic Designer,147050,16,High School,0.47,1.24,0.41,Medium
Software Engineer,100655,3,Bachelor's,0.79,1.15,0.41,Medium
Software Engineer,52901,8,Master's,0.74,1.02,0.67,Medium
Marketing Manager,63144,24,PhD,0.41,0.81,0.45,Medium
Software Engineer,44410,7,Bachelor's,0.54,1.15,0.51,Medium
Mechanic,43785,27,Master's,0.99,0.5,0.69,Medium
Security Guard,90037,11,Bachelor's,0.67,1.48,0.79,High
Lawyer,132424,5,PhD,0.64,1.09,0.6,Medium
Retail Worker,118400,12,High School,0.82,1.35,0.8,High
Research Scientist,41151,22,High School,0.57,0.98,0.13,Low
Mechanic,56257,4,Bachelor's,0.65,1.04,0.57,Medium
Nurse,136933,16,Bachelor's,0.21,0.97,0.29,Low
Lawyer,50705,29,PhD,0.37,1.32,0.65,Medium
Graphic Designer,123064,9,PhD,0.49,1.33,0.51,Medium
Lawyer,77089,24,Bachelor's,0.45,1.07,0.35,Medium
Financial Analyst,76978,7,High School,0.4,1.34,0.58,Medium
Graphic Designer,62235,5,Bachelor's,0.02,1.13,0.54,Medium
Doctor,43739,17,PhD,0.75,0.69,0.14,Low
Graphic Designer,96321,2,Bachelor's,0.11,0.71,0.64,Medium
Software Engineer,94314,10,Bachelor's,0.06,0.92,0.38,Medium
Truck Driver,72229,12,High School,0.38,1.47,0.88,High
Chef,121842,3,Master's,0.65,1.42,0.63,Medium
Security Guard,55564,25,High School,0.87,1.02,0.88,High
Lawyer,35555,4,Bachelor's,0.89,0.88,0.45,Medium
Graphic Designer,116134,9,PhD,0.19,1.25,0.6,Medium
Security Guard,79326,16,PhD,0.24,0.62,0.71,High
Financial Analyst,114141,22,Master's,0.03,0.79,0.44,Medium
Chef,65120,7,Bachelor's,0.18,0.98,0.38,Medium
AI Engineer,115317,0,Master's,0.19,1.33,0.1,Low
Doctor,115564,7,PhD,0.89,1.3,0.17,Low
UX Researcher,35504,14,Bachelor's,0.12,1.29,0.58,Medium
Lawyer,63489,20,PhD,0.33,1.11,0.66,Medium
Teacher,135390,18,PhD,0.97,1.39,0.1,Low
Teacher,36902,13,Master's,0.85,0.82,0.06,Low
Truck Driver,77373,29,High School,0.57,0.64,0.76,High
Teacher,57309,16,PhD,0.7,0.63,0.21,Low
AI Engineer,104010,16,Master's,0.35,0.98,0.12,Low
Data Scientist,68011,25,Master's,0.2,1.08,0.58,Medium
Chef,51460,8,High School,0.48,1.46,0.69,Medium
Graphic Designer,125076,26,High School,0.49,0.52,0.66,Medium
Customer Support,45281,15,High School,0.06,0.77,0.92,High
Customer Support,67038,21,PhD,0.46,1.36,0.77,High
Construction Worker,143472,12,Bachelor's,0.15,1.3,0.81,High
Software Engineer,54192,5,High School,0.93,0.64,0.58,Medium
Software Engineer,138614,29,Master's,0.77,1.07,0.59,Medium
Mechanic,124500,27,Master's,0.51,1.18,0.31,Medium
AI Engineer,90486,8,Master's,0.62,0.99,0.05,Low
Retail Worker,44142,17,Master's,0.49,1.27,0.74,High
Truck Driver,121168,18,PhD,0.55,1.16,0.89,High
Software Engineer,34461,24,Master's,0.54,1.27,0.39,Medium
Chef,41591,8,PhD,0.59,1.39,0.5,Medium
Doctor,58465,0,High School,0.53,0.87,0.17,Low
Lawyer,89973,1,High School,0.61,1.18,0.5,Medium
Customer Support,134615,19,Master's,0.42,1.18,0.73,High
Security Guard,81469,14,Master's,0.27,0.55,0.8,High
Marketing Manager,105764,13,Master's,0.13,1.02,0.39,Medium
HR Specialist,50543,14,Master's,0.69,1.13,0.47,Medium
Lawyer,36086,22,PhD,0.7,0.62,0.46,Medium
Nurse,65906,18,Bachelor's,0.7,0.7,0.14,Low
Truck Driver,70527,20,Bachelor's,0.69,1.3,0.92,High
Chef,91894,22,PhD,0.94,0.72,0.34,Medium
Marketing Manager,78145,11,Bachelor's,0.91,1.23,0.69,Medium
Software Engineer,95056,9,Bachelor's,0.88,1.31,0.69,Medium
Security Guard,135949,14,Bachelor's,0.44,1.41,0.82,High
Customer Support,78793,17,PhD,0.14,1.44,0.9,High
UX Researcher,81380,26,High School,0.42,1.31,0.53,Medium
Security Guard,33827,10,High School,0.37,0.75,0.95,High
Lawyer,103038,28,High School,0.51,0.61,0.33,Medium
Chef,122276,7,PhD,0.92,1.12,0.35,Medium
Truck Driver,89309,28,Bachelor's,0.59,1.33,0.81,High
Financial Analyst,57891,27,High School,0.99,1.34,0.33,Medium
Doctor,61766,29,Bachelor's,0.91,1.23,0.26,Low
Marketing Manager,87657,18,Master's,0.95,0.77,0.57,Medium
Construction Worker,48476,6,High School,0.55,1.12,0.77,High
Retail Worker,121860,21,PhD,0.24,0.56,0.82,High
Data Scientist,125798,4,Bachelor's,0.31,0.81,0.4,Medium
Financial Analyst,138695,23,Master's,0.93,1.41,0.52,Medium
Research Scientist,69802,9,Bachelor's,0.58,0.85,0.19,Low
HR Specialist,86832,18,Master's,0.6,0.77,0.38,Medium
HR Specialist,143959,27,PhD,0.86,1,0.38,Medium
Construction Worker,61709,22,High School,0.62,1.39,0.71,High
Data Scientist,43669,12,Bachelor's,0.9,1.07,0.61,Medium
Marketing Manager,61142,18,Bachelor's,0.03,1.03,0.57,Medium
Truck Driver,111396,9,Bachelor's,0.63,1.35,0.91,High
Software Engineer,50852,24,PhD,0.65,0.67,0.31,Medium
Mechanic,99191,17,Master's,0.29,0.89,0.69,Medium
Software Engineer,69537,25,Master's,0.96,0.87,0.4,Medium
Truck Driver,65629,3,Master's,0.9,1.18,0.79,High
Software Engineer,39597,29,Master's,0.53,1.13,0.45,Medium
Customer Support,34096,4,Master's,0.64,0.83,0.76,High
Truck Driver,63434,27,Master's,0.54,0.96,0.78,High
UX Researcher,81358,29,Bachelor's,0.53,0.73,0.35,Medium
Marketing Manager,80626,29,Master's,0.59,0.92,0.33,Medium
Retail Worker,59638,22,PhD,0.62,0.9,0.74,High
HR Specialist,30030,9,Bachelor's,0.25,0.88,0.37,Medium
UX Researcher,145156,27,Bachelor's,0.15,0.54,0.47,Medium
AI Engineer,88717,7,Master's,0.33,1.39,0.07,Low
Construction Worker,68746,1,PhD,0.24,1.18,0.72,High
UX Researcher,83207,3,Master's,0.51,0.62,0.46,Medium
Teacher,138109,18,Master's,0.37,1.02,0.09,Low
Research Scientist,86834,15,PhD,0.99,0.67,0.11,Low
Marketing Manager,133988,7,Master's,0.18,0.84,0.37,Medium
Security Guard,145064,2,High School,0.28,1.28,0.78,High
Security Guard,106620,10,Bachelor's,0.79,1.07,0.94,High
Retail Worker,80942,18,Master's,0.36,0.72,0.75,High
Customer Support,133274,27,PhD,0.15,1,0.8,High
Retail Worker,49826,9,Master's,0.35,0.99,0.85,High
Retail Worker,97116,26,PhD,0.8,0.56,0.8,High
Data Scientist,136030,16,Bachelor's,0.68,1.38,0.59,Medium
Construction Worker,33388,3,PhD,0.48,0.79,0.89,High
Software Engineer,58797,18,Master's,0.83,0.64,0.44,Medium
AI Engineer,129508,7,High School,0.26,1.16,0.29,Low
Chef,54996,12,Bachelor's,0.59,0.96,0.41,Medium
UX Researcher,136165,26,PhD,0.15,0.62,0.64,Medium
Nurse,83986,15,High School,0.82,1.43,0.2,Low
AI Engineer,126681,18,High School,0.32,0.96,0.21,Low
Marketing Manager,148083,14,High School,0.89,0.51,0.48,Medium
Teacher,145915,13,Bachelor's,0.84,0.59,0.07,Low
Truck Driver,45002,5,PhD,0.35,0.75,0.8,High
Marketing Manager,90587,6,High School,0.33,1.2,0.35,Medium
Construction Worker,117927,23,Master's,0.58,0.67,0.87,High
Graphic Designer,111301,1,Bachelor's,0.85,0.55,0.49,Medium
Research Scientist,138560,16,Master's,0.24,0.66,0.11,Low
AI Engineer,113092,23,High School,0.41,1.01,0.26,Low
Doctor,41430,13,PhD,0.28,0.69,0.16,Low
Customer Support,39349,5,High School,0.71,1.33,0.79,High
Customer Support,61658,10,Master's,0.41,0.54,0.71,High
UX Researcher,39106,22,PhD,0.44,1.45,0.31,Medium
Retail Worker,97792,16,PhD,0.1,1.28,0.81,High
Research Scientist,39788,6,PhD,0.03,0.72,0.23,Low
Security Guard,88215,5,PhD,0.04,0.78,0.74,High
Software Engineer,87487,3,PhD,0.68,1.12,0.34,Medium
Mechanic,85016,6,High School,0.82,1.49,0.45,Medium
Chef,38701,3,High School,0.9,1.09,0.6,Medium
Nurse,145571,4,High School,0.23,0.57,0.23,Low
Software Engineer,106733,4,High School,0.21,0.6,0.41,Medium
AI Engineer,128725,7,Master's,0.05,0.96,0.21,Low
Software Engineer,112669,29,High School,0.64,0.63,0.31,Medium
Mechanic,79755,11,High School,0.18,1.14,0.38,Medium
HR Specialist,80636,3,PhD,0.04,1.42,0.45,Medium
Financial Analyst,52437,22,Master's,0.67,1.18,0.56,Medium
Truck Driver,119128,25,Master's,0.61,1.5,0.74,High
UX Researcher,36210,4,High School,0.6,1.04,0.54,Medium
Customer Support,88880,10,PhD,0.73,1.18,0.95,High
Mechanic,72428,9,Bachelor's,0.23,0.99,0.47,Medium
Nurse,42199,0,Bachelor's,0.84,0.99,0.26,Low
Software Engineer,95109,4,High School,0.06,1.16,0.61,Medium
Marketing Manager,30448,4,PhD,0.94,1.24,0.36,Medium
Truck Driver,91638,28,PhD,0.89,0.61,0.77,High
Customer Support,79584,15,Bachelor's,0.55,0.84,0.71,High
Construction Worker,134065,29,PhD,0.33,0.93,0.76,High
Chef,61474,23,High School,0.7,0.56,0.42,Medium
Construction Worker,101864,14,High School,0.87,1.41,0.83,High
Truck Driver,40496,28,PhD,0.86,1.19,0.75,High
Research Scientist,45285,9,High School,0.65,0.99,0.26,Low
Retail Worker,53929,23,PhD,0.97,1.47,0.93,High
Mechanic,90993,17,Master's,0.65,0.97,0.54,Medium
Retail Worker,115059,3,Master's,0.76,0.51,0.94,High
Truck Driver,84853,25,Bachelor's,0.47,0.73,0.78,High
UX Researcher,84566,25,Bachelor's,0.68,1.04,0.31,Medium
UX Researcher,89930,19,Bachelor's,0.12,1.35,0.64,Medium
Research Scientist,75357,9,PhD,0.33,0.95,0.3,Low
Construction Worker,102730,21,PhD,0.38,0.74,0.7,Medium
Customer Support,73200,1,Master's,0.64,1.2,0.93,High
UX Researcher,84887,26,Bachelor's,0.32,0.92,0.67,Medium
Nurse,34008,18,High School,0.85,0.91,0.25,Low
Graphic Designer,138321,8,PhD,0.54,1.04,0.39,Medium
Graphic Designer,105328,5,High School,0.86,0.9,0.55,Medium
Teacher,105755,27,High School,0.37,0.84,0.3,Low
HR Specialist,42430,28,Master's,0.77,0.65,0.69,Medium
Mechanic,67088,22,Master's,0.39,0.91,0.57,Medium
Mechanic,31312,9,Master's,0.91,1.29,0.31,Medium
Customer Support,33914,10,Bachelor's,0.87,1.48,0.82,High
Data Scientist,74181,21,Master's,0.76,0.52,0.45,Medium
Data Scientist,72734,1,PhD,0.31,0.5,0.43,Medium
UX Researcher,59319,26,Master's,0.13,1.1,0.68,Medium
Doctor,108806,16,High School,0.36,0.54,0.1,Low
Graphic Designer,110296,28,Bachelor's,0.94,0.52,0.6,Medium
Construction Worker,140979,22,PhD,0.31,1.04,0.75,High
Research Scientist,147083,9,PhD,0.54,1.4,0.2,Low
Software Engineer,120236,7,Master's,0.89,0.83,0.55,Medium
Data Scientist,89550,7,Bachelor's,0.45,0.75,0.32,Medium
Retail Worker,63867,27,Bachelor's,0.75,1.15,0.91,High
Doctor,132922,3,Bachelor's,0.81,1.39,0.28,Low
Financial Analyst,134242,0,High School,0.89,0.65,0.6,Medium
UX Researcher,72408,29,Bachelor's,0.21,0.99,0.33,Medium
Teacher,146199,26,Master's,0.28,1.16,0.2,Low
Chef,122864,23,PhD,0.62,1.38,0.37,Medium
Teacher,63791,21,Bachelor's,0.19,0.65,0.1,Low
Customer Support,70840,17,Master's,0.6,0.93,0.72,High
Doctor,87796,27,High School,0.7,1.09,0.15,Low
AI Engineer,126747,12,Bachelor's,0.11,1.32,0.12,Low
Truck Driver,126409,17,Master's,0.16,1.22,0.75,High
HR Specialist,60740,16,PhD,0.53,1.43,0.32,Medium
Research Scientist,108275,22,High School,0.56,0.87,0.1,Low
Retail Worker,32570,7,Bachelor's,0.38,0.67,0.76,High
Retail Worker,80258,12,Bachelor's,0.2,0.91,0.88,High
Data Scientist,34970,6,Bachelor's,0.91,0.99,0.67,Medium
Security Guard,35973,3,High School,0.5,1.45,0.84,High
HR Specialist,101126,5,High School,0.68,0.55,0.4,Medium
Data Scientist,123686,7,Bachelor's,0.85,0.9,0.7,Medium
Financial Analyst,39421,10,Master's,0.85,0.91,0.52,Medium
Truck Driver,119894,13,Bachelor's,0.26,1.17,0.73,High
AI Engineer,78448,25,High School,0.27,0.58,0.28,Low
Mechanic,86686,18,High School,0.91,0.83,0.47,Medium
Doctor,111319,6,Bachelor's,0.24,1.18,0.2,Low
UX Researcher,44363,29,PhD,0.65,0.74,0.35,Medium
Data Scientist,61325,23,Master's,0.64,0.94,0.39,Medium
Graphic Designer,110296,7,PhD,0.95,1.23,0.46,Medium
Graphic Designer,123909,25,PhD,0.69,0.56,0.49,Medium
